table_name	creation_source	position	mechanism
BASE_PRINT_LOG	DB/ZXAFINIT.sql	byte@194566	INIT_SQL
BASE_PRINT_TEMPLATE	DB/ZXAFINIT.sql	byte@196524	INIT_SQL
BASE_PROVINCE	DB/ZXAFINIT.sql	byte@199400	INIT_SQL
BASE_PROVINCE_ATLAS	DB/ZXAFINIT.sql	byte@201656	INIT_SQL
BASE_ROLE	DB/ZXAFINIT.sql	byte@204066	INIT_SQL
BASE_SANDBOX	DB/ZXAFINIT.sql	byte@206336	INIT_SQL
BASE_SCHEDULE	DB/ZXAFINIT.sql	byte@208778	INIT_SQL
BASE_SCHEDULE_LOG	DB/ZXAFINIT.sql	byte@212056	INIT_SQL
BASE_SCHEDULE_USER	DB/ZXAFINIT.sql	byte@215508	INIT_SQL
BASE_SIGN_IMG	DB/ZXAFINIT.sql	byte@217596	INIT_SQL
BASE_SIGNATURE	DB/ZXAFINIT.sql	byte@219654	INIT_SQL
BASE_SIGNATURE_USER	DB/ZXAFINIT.sql	byte@221294	INIT_SQL
BASE_SOCIALS_USERS	DB/ZXAFINIT.sql	byte@222832	INIT_SQL
BASE_STUDIO_MENU	DB/ZXAFINIT.sql	byte@224888	INIT_SQL
BASE_STUDIO_MENU_BAK_20260617	DB/ZXAFINIT.sql	byte@227110	INIT_SQL
BASE_SYN_THIRD_INFO	DB/ZXAFINIT.sql	byte@228916	INIT_SQL
BASE_SYS_CONFIG	DB/ZXAFINIT.sql	byte@231080	INIT_SQL
BASE_SYS_LOG	DB/ZXAFINIT.sql	byte@233262	INIT_SQL
BASE_SYSTEM	DB/ZXAFINIT.sql	byte@236550	INIT_SQL
BASE_TENANT_GLOSSARY	DB/ZXAFINIT.sql	byte@239220	INIT_SQL
BASE_TENANT_INDUSTRY	DB/ZXAFINIT.sql	byte@240994	INIT_SQL
BASE_TIME_TASK	DB/ZXAFINIT.sql	byte@242752	INIT_SQL
BASE_TIME_TASK_LOG	DB/ZXAFINIT.sql	byte@245284	INIT_SQL
BASE_USER	DB/ZXAFINIT.sql	byte@247356	INIT_SQL
BASE_USER_DEVICE	DB/ZXAFINIT.sql	byte@253380	INIT_SQL
BASE_USER_OLD_PASSWORD	DB/ZXAFINIT.sql	byte@255346	INIT_SQL
BASE_USER_RELATION	DB/ZXAFINIT.sql	byte@257404	INIT_SQL
BASE_VISUAL_DEV	DB/ZXAFINIT.sql	byte@259438	INIT_SQL
BASE_VISUAL_FILTER	DB/ZXAFINIT.sql	byte@262606	INIT_SQL
BASE_VISUAL_LINK	DB/ZXAFINIT.sql	byte@264626	INIT_SQL
BASE_VISUAL_RELEASE	DB/ZXAFINIT.sql	byte@267544	INIT_SQL
BLADE_VISUAL	DB/ZXAFINIT.sql	byte@270618	INIT_SQL
BLADE_VISUAL_CATEGORY	DB/ZXAFINIT.sql	byte@272528	INIT_SQL
BLADE_VISUAL_COMPONENT	DB/ZXAFINIT.sql	byte@273894	INIT_SQL
BLADE_VISUAL_CONFIG	DB/ZXAFINIT.sql	byte@275302	INIT_SQL
BLADE_VISUAL_DB	DB/ZXAFINIT.sql	byte@276686	INIT_SQL
BLADE_VISUAL_GLOB	DB/ZXAFINIT.sql	byte@278668	INIT_SQL
BLADE_VISUAL_MAP	DB/ZXAFINIT.sql	byte@279512	INIT_SQL
BLADE_VISUAL_RECORD	DB/ZXAFINIT.sql	byte@280814	INIT_SQL
DATA_REPORT	DB/ZXAFINIT.sql	byte@283044	INIT_SQL
DEMO_EXCELTEST	DB/ZXAFINIT.sql	byte@285158	INIT_SQL
DEMO_ORDER	DB/ZXAFINIT.sql	byte@286986	INIT_SQL
DEMO_ORDERDETAIL	DB/ZXAFINIT.sql	byte@288920	INIT_SQL
DOMAIN_MODEL	DB/ZXAFINIT.sql	byte@290368	INIT_SQL
EVAL_METRIC	DB/ZXAFINIT.sql	byte@292334	INIT_SQL
EXT_BIG_DATA	DB/ZXAFINIT.sql	byte@294194	INIT_SQL
EXT_CUSTOMER	DB/ZXAFINIT.sql	byte@295994	INIT_SQL
EXT_DOCUMENT	DB/ZXAFINIT.sql	byte@298088	INIT_SQL
EXT_DOCUMENT_SHARE	DB/ZXAFINIT.sql	byte@300584	INIT_SQL
EXT_EMAIL_CONFIG	DB/ZXAFINIT.sql	byte@302484	INIT_SQL
EXT_EMAIL_RECEIVE	DB/ZXAFINIT.sql	byte@304946	INIT_SQL
EXT_EMAIL_SEND	DB/ZXAFINIT.sql	byte@307508	INIT_SQL
EXT_EMPLOYEE	DB/ZXAFINIT.sql	byte@309998	INIT_SQL
EXT_ORDER	DB/ZXAFINIT.sql	byte@312854	INIT_SQL
EXT_ORDER_ENTRY	DB/ZXAFINIT.sql	byte@316092	INIT_SQL
EXT_ORDER_RECEIVABLE	DB/ZXAFINIT.sql	byte@318812	INIT_SQL
EXT_PRODUCT	DB/ZXAFINIT.sql	byte@321186	INIT_SQL
EXT_PRODUCT_CLASSIFY	DB/ZXAFINIT.sql	byte@324948	INIT_SQL
EXT_PRODUCT_ENTRY	DB/ZXAFINIT.sql	byte@326774	INIT_SQL
EXT_PRODUCT_GOODS	DB/ZXAFINIT.sql	byte@329396	INIT_SQL
EXT_PROJECT_GANTT	DB/ZXAFINIT.sql	byte@331638	INIT_SQL
EXT_TABLE_EXAMPLE	DB/ZXAFINIT.sql	byte@334324	INIT_SQL
EXT_WORK_LOG	DB/ZXAFINIT.sql	byte@337428	INIT_SQL
EXT_WORK_LOG_SHARE	DB/ZXAFINIT.sql	byte@339678	INIT_SQL
FLOW_CANDIDATES	DB/ZXAFINIT.sql	byte@341576	INIT_SQL
FLOW_COMMENT	DB/ZXAFINIT.sql	byte@343866	INIT_SQL
FLOW_DELEGATE	DB/ZXAFINIT.sql	byte@345978	INIT_SQL
FLOW_EVENT_LOG	DB/ZXAFINIT.sql	byte@348570	INIT_SQL
FLOW_FORM	DB/ZXAFINIT.sql	byte@350652	INIT_SQL
FLOW_FORM_AUTHORIZE	DB/ZXAFINIT.sql	byte@353598	INIT_SQL
FLOW_FORM_RELATION	DB/ZXAFINIT.sql	byte@355116	INIT_SQL
FLOW_LAUNCH_USER	DB/ZXAFINIT.sql	byte@357008	INIT_SQL
FLOW_REJECT_DATA	DB/ZXAFINIT.sql	byte@359338	INIT_SQL
FLOW_TASK	DB/ZXAFINIT.sql	byte@361374	INIT_SQL
FLOW_TASK_CIRCULATE	DB/ZXAFINIT.sql	byte@365334	INIT_SQL
FLOW_TASK_NODE	DB/ZXAFINIT.sql	byte@367534	INIT_SQL
FLOW_TASK_OPERATOR	DB/ZXAFINIT.sql	byte@370274	INIT_SQL
FLOW_TASK_OPERATOR_RECORD	DB/ZXAFINIT.sql	byte@373290	INIT_SQL
FLOW_TASK_OPERATOR_USER	DB/ZXAFINIT.sql	byte@376234	INIT_SQL
FLOW_TEMPLATE	DB/ZXAFINIT.sql	byte@379236	INIT_SQL
FLOW_TEMPLATE_JSON	DB/ZXAFINIT.sql	byte@381540	INIT_SQL
FLOW_VISIBLE	DB/ZXAFINIT.sql	byte@383932	INIT_SQL
KG_PATTERN	DB/ZXAFINIT.sql	byte@19618	INIT_SQL
KG_PATTERN_USAGE	DB/ZXAFINIT.sql	byte@385948	INIT_SQL
MT543406707183714245	DB/ZXAFINIT.sql	byte@387256	INIT_SQL
MT543408365615710149	DB/ZXAFINIT.sql	byte@388646	INIT_SQL
MT543552698159464389	DB/ZXAFINIT.sql	byte@390032	INIT_SQL
MT543668771097673669	DB/ZXAFINIT.sql	byte@391418	INIT_SQL
MT543971603646513093	DB/ZXAFINIT.sql	byte@392822	INIT_SQL
PROCESSED_EVENT	DB/ZXAFINIT.sql	byte@393940	INIT_SQL
REPORT_CHARTS	DB/ZXAFINIT.sql	byte@395108	INIT_SQL
REPORT_DEPARTMENT	DB/ZXAFINIT.sql	byte@397044	INIT_SQL
REPORT_USER	DB/ZXAFINIT.sql	byte@398334	INIT_SQL
SA_BUSINESS_PROCESS	DB/ZXAFINIT.sql	byte@399892	INIT_SQL
SA_DATA_DICTIONARY	DB/ZXAFINIT.sql	byte@6248	INIT_SQL
SA_DECISION_TABLE	DB/ZXAFINIT.sql	byte@11110	INIT_SQL
SA_DFD	DB/ZXAFINIT.sql	byte@402944	INIT_SQL
SA_ER	DB/ZXAFINIT.sql	byte@406022	INIT_SQL
SA_PSPEC	DB/ZXAFINIT.sql	byte@408916	INIT_SQL
SA_SCOPE	DB/ZXAFINIT.sql	byte@411522	INIT_SQL
SA_STATE_MACHINE	DB/ZXAFINIT.sql	byte@15438	INIT_SQL
SA_UI	DB/ZXAFINIT.sql	byte@414180	INIT_SQL
SA_VALIDATION_LOG	DB/ZXAFINIT.sql	byte@24804	INIT_SQL
SCHEMAVERSIONS	DB/ZXAFINIT.sql	byte@417020	INIT_SQL
STUDENT	DB/ZXAFINIT.sql	byte@418114	INIT_SQL
SYS_EVENT_OUTBOX_MESSAGE	DB/ZXAFINIT.sql	byte@419452	INIT_SQL
SYS_PROCESSED_EVENT	DB/ZXAFINIT.sql	byte@421068	INIT_SQL
UNDO_LOG	DB/ZXAFINIT.sql	byte@422272	INIT_SQL
WFORM_APPLYBANQUET	DB/ZXAFINIT.sql	byte@423912	INIT_SQL
WFORM_APPLYDELIVERGOODS	DB/ZXAFINIT.sql	byte@426042	INIT_SQL
WFORM_APPLYDELIVERGOODSENTRY	DB/ZXAFINIT.sql	byte@428576	INIT_SQL
WFORM_APPLYMEETING	DB/ZXAFINIT.sql	byte@430352	INIT_SQL
WFORM_ARCHIVALBORROW	DB/ZXAFINIT.sql	byte@433202	INIT_SQL
WFORM_ARTICLESWAREHOUS	DB/ZXAFINIT.sql	byte@435528	INIT_SQL
WFORM_BATCHPACK	DB/ZXAFINIT.sql	byte@437668	INIT_SQL
WFORM_BATCHTABLE	DB/ZXAFINIT.sql	byte@439946	INIT_SQL
WFORM_CONBILLING	DB/ZXAFINIT.sql	byte@442052	INIT_SQL
WFORM_CONTRACTAPPROVAL	DB/ZXAFINIT.sql	byte@444450	INIT_SQL
WFORM_CONTRACTAPPROVALSHEET	DB/ZXAFINIT.sql	byte@447462	INIT_SQL
WFORM_DEBITBILL	DB/ZXAFINIT.sql	byte@450526	INIT_SQL
WFORM_DOCUMENTAPPROVAL	DB/ZXAFINIT.sql	byte@452892	INIT_SQL
WFORM_DOCUMENTSIGNING	DB/ZXAFINIT.sql	byte@454974	INIT_SQL
WFORM_EXPENSEEXPENDITURE	DB/ZXAFINIT.sql	byte@457210	INIT_SQL
WFORM_FINISHEDPRODUCT	DB/ZXAFINIT.sql	byte@459620	INIT_SQL
WFORM_FINISHEDPRODUCTENTRY	DB/ZXAFINIT.sql	byte@461404	INIT_SQL
WFORM_INCOMERECOGNITION	DB/ZXAFINIT.sql	byte@463188	INIT_SQL
WFORM_LEAVEAPPLY	DB/ZXAFINIT.sql	byte@465674	INIT_SQL
WFORM_LETTERSERVICE	DB/ZXAFINIT.sql	byte@467958	INIT_SQL
WFORM_MATERIALREQUISITION	DB/ZXAFINIT.sql	byte@469998	INIT_SQL
WFORM_MATERIALREQUISITIONENTRY	DB/ZXAFINIT.sql	byte@471868	INIT_SQL
WFORM_MONTHLYREPORT	DB/ZXAFINIT.sql	byte@473748	INIT_SQL
WFORM_OFFICESUPPLIES	DB/ZXAFINIT.sql	byte@475960	INIT_SQL
WFORM_OUTBOUNDORDER	DB/ZXAFINIT.sql	byte@478110	INIT_SQL
WFORM_OUTBOUNDORDERENTRY	DB/ZXAFINIT.sql	byte@480122	INIT_SQL
WFORM_OUTGOINGAPPLY	DB/ZXAFINIT.sql	byte@481892	INIT_SQL
WFORM_PAYDISTRIBUTION	DB/ZXAFINIT.sql	byte@484016	INIT_SQL
WFORM_PAYMENTAPPLY	DB/ZXAFINIT.sql	byte@486564	INIT_SQL
WFORM_POSTBATCHTAB	DB/ZXAFINIT.sql	byte@489230	INIT_SQL
WFORM_PROCUREMENTMATERIAL	DB/ZXAFINIT.sql	byte@491296	INIT_SQL
WFORM_PROCUREMENTMATERIALENTRY	DB/ZXAFINIT.sql	byte@493564	INIT_SQL
WFORM_PURCHASELIST	DB/ZXAFINIT.sql	byte@495352	INIT_SQL
WFORM_PURCHASELISTENTRY	DB/ZXAFINIT.sql	byte@497642	INIT_SQL
WFORM_QUOTATIONAPPROVAL	DB/ZXAFINIT.sql	byte@499418	INIT_SQL
WFORM_RECEIPTPROCESSING	DB/ZXAFINIT.sql	byte@501568	INIT_SQL
WFORM_RECEIPTSIGN	DB/ZXAFINIT.sql	byte@503410	INIT_SQL
WFORM_REWARDPUNISHMENT	DB/ZXAFINIT.sql	byte@505326	INIT_SQL
WFORM_SALESORDER	DB/ZXAFINIT.sql	byte@507224	INIT_SQL
WFORM_SALESORDERENTRY	DB/ZXAFINIT.sql	byte@509602	INIT_SQL
WFORM_SALESSUPPORT	DB/ZXAFINIT.sql	byte@511370	INIT_SQL
WFORM_STAFFOVERTIME	DB/ZXAFINIT.sql	byte@514112	INIT_SQL
WFORM_SUPPLEMENTCARD	DB/ZXAFINIT.sql	byte@516130	INIT_SQL
WFORM_TRAVELAPPLY	DB/ZXAFINIT.sql	byte@518232	INIT_SQL
WFORM_TRAVELREIMBURSEMENT	DB/ZXAFINIT.sql	byte@520438	INIT_SQL
WFORM_VEHICLEAPPLY	DB/ZXAFINIT.sql	byte@524022	INIT_SQL
WFORM_VIOLATIONHANDLING	DB/ZXAFINIT.sql	byte@526216	INIT_SQL
WFORM_WAREHOUSERECEIPT	DB/ZXAFINIT.sql	byte@528526	INIT_SQL
WFORM_WAREHOUSERECEIPTENTRY	DB/ZXAFINIT.sql	byte@530594	INIT_SQL
WFORM_WORKCONTACTSHEET	DB/ZXAFINIT.sql	byte@532378	INIT_SQL
WFORM_ZJF_WIKXQI	DB/ZXAFINIT.sql	byte@534462	INIT_SQL
WH_BASICDATA	DB/ZXAFINIT.sql	byte@535604	INIT_SQL
WH_BILL	DB/ZXAFINIT.sql	byte@536654	INIT_SQL
WH_BILLAUTOID	DB/ZXAFINIT.sql	byte@538442	INIT_SQL
WH_BILLDETAIL	DB/ZXAFINIT.sql	byte@539520	INIT_SQL
WH_CHECKBILLDETAIL	DB/ZXAFINIT.sql	byte@541478	INIT_SQL
WH_CUSTOMER	DB/ZXAFINIT.sql	byte@543228	INIT_SQL
WH_CUSTOMERCLASS	DB/ZXAFINIT.sql	byte@544946	INIT_SQL
WH_DEPOT	DB/ZXAFINIT.sql	byte@546082	INIT_SQL
WH_DEPOTMATERIAL	DB/ZXAFINIT.sql	byte@547274	INIT_SQL
WH_DEPT	DB/ZXAFINIT.sql	byte@548984	INIT_SQL
WH_MATERIAL	DB/ZXAFINIT.sql	byte@550092	INIT_SQL
WH_MATERIALCLASS	DB/ZXAFINIT.sql	byte@551908	INIT_SQL
WH_PROJECT	DB/ZXAFINIT.sql	byte@553052	INIT_SQL
WH_REMOVEBILL	DB/ZXAFINIT.sql	byte@554160	INIT_SQL
WH_REMOVEBILLDETAIL	DB/ZXAFINIT.sql	byte@555692	INIT_SQL
WH_STORAGETYPE	DB/ZXAFINIT.sql	byte@557444	INIT_SQL
WH_SUPPLIER	DB/ZXAFINIT.sql	byte@558508	INIT_SQL
WH_SUPPLIERCLASS	DB/ZXAFINIT.sql	byte@559998	INIT_SQL
WM_BASICDATA	DB/ZXAFINIT.sql	byte@561070	INIT_SQL
WM_BILL	DB/ZXAFINIT.sql	byte@562144	INIT_SQL
WM_BILLAUTOID	DB/ZXAFINIT.sql	byte@564496	INIT_SQL
WM_BILLDETAIL	DB/ZXAFINIT.sql	byte@565566	INIT_SQL
WM_CHECKBILL	DB/ZXAFINIT.sql	byte@567628	INIT_SQL
WM_CHECKBILLDETAIL	DB/ZXAFINIT.sql	byte@569348	INIT_SQL
WM_CLIENT	DB/ZXAFINIT.sql	byte@571346	INIT_SQL
WM_CLIENTCLASS	DB/ZXAFINIT.sql	byte@573272	INIT_SQL
WM_DEPOT	DB/ZXAFINIT.sql	byte@574420	INIT_SQL
WM_DEPOTMATERIAL	DB/ZXAFINIT.sql	byte@575688	INIT_SQL
WM_DEPT	DB/ZXAFINIT.sql	byte@577644	INIT_SQL
WM_EMPLOYEE	DB/ZXAFINIT.sql	byte@579008	INIT_SQL
WM_MATERIAL	DB/ZXAFINIT.sql	byte@580458	INIT_SQL
WM_PROJECT	DB/ZXAFINIT.sql	byte@582564	INIT_SQL
WM_REMOVEBILL	DB/ZXAFINIT.sql	byte@583680	INIT_SQL
WM_REMOVEBILLDETAIL	DB/ZXAFINIT.sql	byte@585490	INIT_SQL
WM_STORAGECLASS	DB/ZXAFINIT.sql	byte@587408	INIT_SQL
WM_STORAGETYPE	DB/ZXAFINIT.sql	byte@588796	INIT_SQL
WM_SUPPLIER	DB/ZXAFINIT.sql	byte@589916	INIT_SQL
WM_SUPPLIERCLASS	DB/ZXAFINIT.sql	byte@591556	INIT_SQL
WM_TAXRATE	DB/ZXAFINIT.sql	byte@593350	INIT_SQL
ZX_SYS_CONFIG	DB/ZXAFINIT.sql	byte@594438	INIT_SQL
ZX_SYS_DB	DB/ZXAFINIT.sql	byte@596382	INIT_SQL
ZX_SYSTEM_DB	DB/ZXAFINIT.sql	byte@597772	INIT_SQL
ai_ir_events	backend/modularity/inteAssistant/Migrations/20260704_Phase1_IR_Infrastructure.sql	L9	MIGRATION
ai_ir_fragment_snapshots	backend/modularity/inteAssistant/Migrations/20260704_Phase1_IR_Infrastructure.sql	L33	MIGRATION
ai_projects	backend/modularity/inteAssistant/Migrations/20260704_Phase1_IR_Infrastructure.sql	L53	MIGRATION
ai_route_table	backend/modularity/inteAssistant/Migrations/20260704_Phase1_IR_Infrastructure.sql	L73	MIGRATION
ai_skill_runs	backend/modularity/inteAssistant/Migrations/20260718_Phase2_Skills_Infrastructure.sql	L9	MIGRATION
ai_seed_templates	backend/modularity/inteAssistant/Migrations/20260718_Phase2_Skills_Infrastructure.sql	L29	MIGRATION
ai_skill_llm_policy	backend/modularity/inteAssistant/Migrations/20260801_Phase3_Design_Skills.sql	L28	MIGRATION
ai_entity_field	backend/modularity/inteAssistant/Migrations/20260708_P9_Domain1_Entity_Field.sql	L19	MIGRATION
sa_assumptions	backend/modularity/inteAssistant/Migrations/20260708_P9_ReqA.sql	L16	MIGRATION
sa_consistency	backend/modularity/inteAssistant/Migrations/20260708_P9_ReqA.sql	L64	MIGRATION
sa_quality_score	backend/modularity/inteAssistant/Migrations/20260708_P9_ReqA.sql	L127	MIGRATION
BASE_AI_PIPELINE_S2_PROGRESS	backend/modularity/inteAssistant/Migrations/20260718_S2_Progress.sql	L9	MIGRATION
BASE_AI_SKILL_REVIEW	backend/modularity/inteAssistant/Migrations/20260708_Phase7_Skill_Reviews.sql	L23	MIGRATION
inte_assistant_deliverable	backend/modularity/inteAssistant/Migrations/20260705_SA_deliverable.sql	L7	MIGRATION
BASE_REPORT	backend/modularity/report/init_report.sql	L11	MODULE_INIT
inte_assistant_attachment	docs/AI鍘熺敓寮€鍙?1銆佸鐢ㄦ埛澶氫换鍔″苟琛?inte_assistant_attachment.sql	L7	MANUAL_DDL
